3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
1, SY65 OED, 09093915, 12, 00, 09093915, 17, 00, 5, 14.8
2, SY64 ANF, 09093915, 09, 00, 09093915, 17, 00, 4, 9.27
3, AX09 WER, 09093915, 15, 00, 09093915, 17, 00, 2, 7.4
4, SW02 DVA, 09093915, 06, 00, 09093915, 17, 00, 9, 16.02
